id,query,answer_ids
7468,Which cell structures come into contact with genetic material or proteins influenced by Alclofenac?,"[56032, 126060, 126061, 127374, 56241, 55635, 56117, 55767, 55898]"
6632,Search for illnesses that have no drugs indicated for treatment and are related to the presence of Wormian bones.,[27158]
9629,What are the pharmaceutical compounds associated with genes or proteins that have interactions with the outer segment of rod photoreceptors?,[14051]
8473,Which gene or protein that serves a regulatory role in transcription and is known to interact with ITGB3BP is also implicated in the same medical condition as ITGB3BP?,"[1611, 3373]"
8517,Identify the cellular structures that engage with genetic material or proteomic entities affected by the therapeutic agent Teprotumumab.,"[55842, 124674, 56263, 124616, 55725, 55538, 55573, 55831, 55544]"
9585,Which cellular structures engage in interactions with genes or proteins that are affected by beta-D-Ribose-5-phosphate?,"[55875, 56207, 126196, 125013, 56152, 126077]"
10793,"Which liver disease, known to impair its metabolism, would render medications prescribed for endometrial cancer unsuitable?","[35938, 39531, 35565, 29646]"
3481,Could the absence of my periods be a symptom of the same ovarian issue that affected my mother?,[95997]
5516,Which medications are effective for treating both warts in sensitive areas and growths in the throat?,[20382]
355,"Can you tell me the disease associated with West-Nile encephalitis in medical taxonomy that can lead to persistent neurological damage and may cause meningitis, encephalitis, or myelitis?",[39521]
7547,"Could you assist in identifying a molecular pathway associated with Mitotic Prophase, which also encompasses the rearrangement of the Golgi cisternae around centrosomes, while ensuring that the pathway and Mitotic Prophase share at least one common gene or protein interaction? My goal is to explore pathways that exhibit parallels and interactions with Mitotic Prophase, with an emphasis on Golgi dynamics in proximity to the centrosome.",[128860]
231,I recently experienced a transient ischemic attack and learned I have a narrowed carotid artery. Can you recommend any medications specifically tailored for these conditions?,[18309]
5472,"What potential conditions could be associated with non-syndromic visceral malformation, particularly in individuals with a familial history of the anomaly?",[98625]
4628,What is the name of the ARX-related encephalopathy-brain malformation disorder linked to concurrent mutations in the BRCA1 and BRCA2 genes?,[38842]
6679,"Identify a pathway involving AKT-mediated phosphorylation of nuclear targets, which also demonstrates interaction with a common gene or protein.",[62384]
3999,Please find compounds that both modulate the melanocortin 1 receptor (MC1R) and exhibit antifungal properties against Candida albicans.,[19361]
7423,Which anatomical structures lack the expression of genes or proteins involved in the interaction with macromolecule localization processes?,"[64512, 63235, 65509, 67302, 64460, 63149, 64338, 64470, 64313, 66747]"
1618,"Please provide a list of genes associated with coding proteins linked to short rib-polydactyly syndrome, covering both the general condition and Majewski type specifically.","[4224, 6432, 34948, 34952, 8234, 7467, 7915, 6415, 35089, 4371, 10263, 7575, 9915, 10270]"
10927,Which condition characterized by the failure of bone marrow function is a contraindication for medications typically prescribed for neuroretinitis?,"[36344, 27664]"
2413,What are the names of solid-state drugs that target the MAPK1 gene/protein in their action?,"[15781, 16039, 15914, 17211, 18108, 18109, 18110, 18111, 18112, 18113, 18114, 18115, 18116, 18117, 18119, 17994, 14674, 14313, 15868]"
4584,Which diseases are associated with the NLRP1 gene based on its involvement in their development?,[28232]
3649,"Could you list the drugs currently under investigation for treating benign prostatic hyperplasia, urinary incontinence, prostate-related issues, and infertility that also potentiate Dihydrotachysterol's effects and target the vitamin D receptor?",[17747]
10843,What are the observed effects or phenotypes associated with vulvar cancer subtypes?,[26006]
2577,Could you pinpoint a biological pathway that acts as a precursor or a consequence in the gene networks associated with Lafora's Myoclonic Epilepsy and carbohydrate metabolism disorders?,[62632]
3271,"Can you find a gene or protein that interacts with G protein-coupled serotonin receptors, is involved in the Olfactory Signaling Pathway, and binds to odorant molecules in the olfactory epithelium?","[8608, 59562, 59563, 59564, 59565, 59566, 59567, 59568, 59569, 59570, 13368]"
10163,"Search for pathways associated with the ABL-ROBO/SLIT signaling interplay, where both elements interact with a common gene or protein.",[62659]
1220,What Mendelian disorder features a shortened third toe and can include temporary bouts of confusion or staring spells?,[29247]
5282,Identify genes or proteins that associate with the FGFR2b pathway through the FGF binding domain and are implicated in ligand binding and activation.,"[56496, 1298, 56494, 9758]"
10007,Identify proteins or genes that interact with QDPR and are linked to the same medical condition.,[9905]
3315,"Could you recommend a drug that complements Calcium lactate gluconate's benefits, minimizes the risk of skin irritation, and is suitable for someone with moderate plaque psoriasis?",[14775]
1344,"Can you help me identify a condition linked to sore, swollen, warm, and red joints, with family history similarities, that correlates with both X-linked intellectual disability involving growth and coordination issues, and a progressive childhood disease affecting movement and cognition?",[38540]
6089,"Which conditions are linked to mutations in the FOXE1 gene, should not be treated with Dicoumarol, and may lead to an excess of mucopolysaccharides in the dermis presenting with swelling similar to pseudoxanthoma elasticum?",[31732]
6325,"Which gene or protein has the ability to interact with angiogenin (ANG), shares a disease association with ANG, and possesses the additional characteristic of influencing lifespan regulation?",[3120]
4374,"Certainly, I need to find medications specifically designed to treat pulmonary tuberculosis that can also boost my immune response. Can you suggest some appropriate options?",[16217]
6241,Which anatomical structures lack the expression of genes or proteins typically linked to the sensation of chest pain?,"[63921, 64253, 67302]"
4210,Which subtype of exposure-induced interstitial lung disease causes irreversible lung damage?,"[37548, 36836, 98206]"
609,What is the medical name for the condition associated with the GAL gene that leads to inherited developmental defects and is prone to spreading to the lymph nodes and bone marrow?,[29014]
11095,Find health conditions linked to the gene ADCYAP1 and which should not be managed with Methadone.,[35641]
2387,Which gene is responsible for a protein that functions in the SWI/SNF complex and has nucleosomal DNA binding activity?,"[1735, 746, 3050, 492, 2198, 2267, 1885, 1343]"
8283,Which gene or protein is not expressed in both adipose tissue and the entorhinal cortex?,[34525]
9211,Which medications act upon the genetic or protein components associated with the function of kynurenine-glyoxylate transaminase?,[15906]
9375,"Which medications, designed to influence genes or proteins associated with carboxylic ester hydrolase function, are effective in alleviating moderate to severe pain?","[14512, 14171]"
7134,"Which condition, characterized by insufficient thyroid hormone production, must be considered when prescribing medication for atrial fibrillation?","[31732, 36469, 32719]"
726,"Certainly, here's the revised query:

""Could you recommend any medications compatible with Norfloxacin to treat pneumonitis and concurrent gram-negative infections in the lungs, urinary tract, and skin?","[20410, 20413, 20415]"
5165,Could you provide a list of treatments for mucopolysaccharidosis that also address the issue of excessive waste in urine?,[20649]
7050,Identify genes or proteins interacting with interleukin-3 (IL3) where both exhibit a shared association with a specific effect or phenotype.,[3438]
5001,Please find genes or proteins interacting with CASP8 and having a molecular function in caspase binding.,[3547]
642,Please locate genes and proteins that form the structural framework of the skin's epidermis and also contribute to the keratinization process through their molecular interactions.,[2208]
10284,Find conditions linked to the ABO gene that should not be treated with Levorphanol.,[30035]
3196,"Hello, could you recommend an antibiotic for treating gum bacterial infections that's safe for a patient with methemoglobinemia? It should also prevent dental plaque and be effective against oral yeast infections. Thank you.",[20498]
2060,Could you identify the disorders associated with the H3-4 gene/protein that could lead to pulmonary fibrosis or scarring?,"[37548, 94661]"
10128,"Identify common genetic targets that interact with both 2',6'-Difluorobiphenyl-4-carboxylic acid and 2',4'-Dichloro-4-hydroxy-1,1'-biphenyl-3-carboxylic acid.",[111]
992,Please find the gene or protein linked to Branched-chain amino acid degradation and associated with cholestasis pathology.,[3390]
4093,"Could my symptoms be indicative of a disorder akin to non-amyloid monoclonal immunoglobulin deposition disease, heavy chain disease, or plasma cell myeloma, given that these conditions seem interrelated?",[37615]
2104,"Is it possible that a child, aged 2 to 15, exhibiting unexplained growth failure and developmental delays, may be suffering from a growth disorder associated with or similar to pituitary dwarfism that’s related to significant psychosocial stressors, like severe emotional neglect?",[99034]
7298,Which condition characterized by ureteral abscess formation should not be treated with medications typically prescribed for salmonellosis due to contraindications?,"[83762, 35764]"
8000,Which phenotypic manifestations or effects can be observed in the variant form of secondary polycythemia that follows an autosomal dominant inheritance pattern?,"[84997, 22759, 84396, 88748, 23855, 94262, 25945, 94137]"
8164,"Which biological processes share similar interaction patterns with genes or proteins as observed in meiotic DNA double-strand break formation, which is a key step in reciprocal meiotic recombination?","[50953, 105419, 107589]"
9092,Which anatomical structures lack the expression of genes or proteins that are involved in shaping body structure and morphology?,"[64338, 66747]"
8754,"Which gene or protein, linked to an increased risk of malignant hyperthermia, is not expressed in placental tissue?",[7024]
9972,Which anatomical structures lack the expression of genes or proteins linked to color blindness?,"[63824, 63921, 64313, 64799, 65509, 66760, 67302, 68618]"
8630,"Search for pathways involving chemokine receptors that bind to chemokines, where both elements interact with a common gene or protein.",[62657]
9816,What is the name of the pharmaceutical substance that shares similar gene or protein transport mechanisms with Betamethasone phosphate and has been recalled from the market because of genotoxicity issues?,"[14366, 14431]"
8884,Which medication interacts synergistically with a treatment known to induce Phimosis as a side effect and additionally promotes pancreatic insulin secretion?,"[14304, 14603, 14222, 14280]"
6846,"Which actin-binding gene or protein capable of interacting with synaptopodin (SYNPO), is implicated in focal segmental glomerulosclerosis (FSGS) and shares an association with FSGS as does SYNPO?","[9344, 549, 2254, 209, 4755]"
5631,"What genes or proteins interact with the tubulin C-terminal post-translational modification pathway, bind to tubulin, and exhibit tubulin-glutamic acid ligase activity?","[5664, 12353, 57287, 57898, 13839, 12272, 57875, 7860, 9014, 34360, 57407, 671]"
7660,"Identify conditions that are characterized by the concurrent degeneration of the retina and optic nerve, for which current medical research indicates there are no approved pharmaceutical treatments.",[27348]
2980,Which gene or protein interacts with the RND2 GTPase cycle and also regulates the actin cytoskeleton organization?,"[7237, 43, 7376, 3795, 7130, 9405]"
4817,Can you find genes encoding proteins that interact with SSB and are localized to the Golgi apparatus and centrioles?,"[4692, 133]"
5755,"Identify genes or proteins that exhibit interactions with GNAS, where both are linked to a similar effect or phenotype.",[1494]
2498,Which disorders are associated with the DRD5 gene that can be managed using Procyclidine?,[30324]
116,Could you recommend a tablet or capsule that targets the IGKC gene for its effect?,"[19873, 19403, 19404, 19887, 19888, 19889, 19410, 19890, 19891, 19892, 19893, 19895, 19894, 19420]"
6922,"I am looking for a gene or protein that exhibits interaction with MTA2 and possesses the ability to modulate cellular growth and differentiation. Additionally, this molecular entity should share an association with MTA2 in the context of a particular disease, as indicated by recent scientific findings. My interest lies specifically in identifying a gene or protein that not only shares a disease link with MTA2 but also plays a broader role in regulating cellular functions.","[1097, 285, 587, 1373]"
4973,Could you recommend treatment options for lymphosarcoma that are safe for someone potentially with Kallmann syndrome and don't pose a risk of blurred vision?,[14030]
1693,What specific type of disease falls under undifferentiated pleomorphic sarcoma as a more precise etiological subclass?,[96287]
7704,Identify genes or proteins that demonstrate interaction with MIER2 and share a link with a mutual disease.,[5356]
3912,What's the name of the cognitive impairment-related subtype of complete autosomal monosomy?,"[39450, 32660, 98613]"
5885,Identify a gene or protein which interacts with IFI27 and is concurrently linked to an identical pathological condition.,[795]
2734,What is the anxiety disorder subtype associated with the NR3C1 gene?,[94658]
1943,What is the disease manifesting with hearing irregularities that falls under the specific classification of fetal trimethadione syndrome?,[29369]
6796,Which anatomical structures lack the expression of genes or proteins that are involved in the facilitation of increased calcium ion movement into the cytosol?,"[64512, 65509, 64778, 68618, 63826]"
3876,Could you help identify a condition associated with a palpebral sebaceous gland tumor that also affects the eyelid?,"[99021, 39567]"
1827,Identify the serine/threonine-specific protein kinase that is implicated in lung large cell carcinoma and functions as a kinase activator in the MAP kinase pathway.,[12560]
10718,"Which cellular structures are involved in interactions with genes or proteins that are affected by 2',3'-Dehydro-2',3'-dideoxythymidine 5'-diphosphate (d4TDP)?","[56073, 55725, 126093, 56241, 56063, 56436, 126196, 126263, 56285, 56223]"
2650,What are the sub-pathways within 'Amino Acid Metabolism' that have a direct interaction with the GPT2 gene/protein?,[128912]
9545,Find conditions linked to the gene NFATC2 that should not be treated with Goserelin.,[33575]
9939,Which anatomical structures lack the expression of genes or proteins involved in the positive regulation of catagen timing?,[63235]
9421,"Which cellular structures are involved with genes or proteins that are affected by the compound 1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine?","[56263, 56174, 56241, 124245, 124474]"
1574,Which condition is related to pyridoxal phosphate-responsive seizures and causes irregular brain activity presenting as periodic changes in movement or awareness?,"[35488, 35502]"
3959,"Could you help identify the bone-related condition associated with dwarfism, involving short stature and disproportionately short limbs, that runs in my family?","[28545, 28484]"
1908,Which drugs primarily target the TP53 gene or its protein product through known interactions?,[19510]
3525,"What are some drugs that both modulate CYP3A4 enzyme activity and target the H1 histamine receptor, and can also potentiate chemotherapy effectiveness?",[15190]
10637,Which specific phenotypic manifestations or effects are associated with a subtype of atrioventricular block?,"[33729, 94306, 26180, 22824, 86764, 94290, 84472, 25467, 26174]"
1410,"Could you identify medications that might induce unilateral weakness and reduce immune defense, as I've experienced these symptoms after starting my current prescription?","[20336, 15176, 14919]"
7587,Which anatomical structures lack the expression of genes or proteins involved in the enhancement of mitochondrial membrane potential?,"[63235, 64876, 63824, 63921, 64470, 66747]"
395,Could you list genes and proteins involved in direct interactions with the Cytosolic Iron-Sulfur Cluster Assembly (CISCA) pathway that also influence gene expression regulation?,[11793]
10753,Identify any genes or proteins that demonstrate an interaction with FBN1 and share an association with a common phenotype or biological effect.,[5191]
3441,"What possible conditions could be diagnosed in a patient with multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome who is experiencing fever, shaking chills, a continuous cough, and shortness of breath?",[97925]
4420,What disease involves altered metabolism or homeostasis and is also linked to the MPO gene?,[28557]
10883,"Identify a biological pathway associated with the activation of MAPK3, also known as ERK1, which also has the capacity to interact with a shared gene or protein.",[62367]
6471,Which illness characterized by elevated calcium levels in the bloodstream might also render medications used to treat Brill-Zinsser disease inadvisable?,"[33656, 38682]"
6969,What are the observed effects or phenotypes associated with nonpapillary renal cell carcinoma subtypes?,"[24225, 24226, 94409]"
3689,"Please find the gene or protein involved in protein binding interactions, participates in the transcriptional activation of mitochondrial biogenesis, and catalyzes the first step in heme biosynthesis.",[2839]
4544,What drug is used to treat allergic asthma and has a plasma half-life around 5.5 hours?,"[14848, 14263]"
6515,Which gene or protein capable of concurrently binding and curving promoter DNA without the need for a protracted isomerization process or the involvement of TFIIB also has an interaction with the gene or protein involved in Ceramide Lipid (CL) synthesis?,[1531]
4938,"Can you list diseases similar to or subtypes of acquired peripheral neuropathy, notably affecting the sensory ganglia?",[36411]
7213,"Which liver condition serves as a contraindication, barring the administration of typical medications prescribed for bladder cancer?",[35565]
6049,Which anatomical structures lack expression of genes or proteins involved in the degradation of keratan sulfate?,"[64800, 63235, 66747, 67302]"
1384,"Can you give me a rundown of illnesses associated with herpes simplex virus types 1 and 2, falling under the general herpes simplex infection category?","[84194, 84166, 33127, 97159, 39145, 32426, 96883, 84316]"
4018,"Can you identify the fatal disease similar to lethal congenital contracture syndrome but with symptoms including difficulty swallowing, absence of autonomic respiration, and no deep tendon reflexes, often leading to death within the first three months of life?","[32883, 31150]"
5242,"Which genes or proteins are associated with the ISG15 antiviral pathway, have RNA-binding functions, are transcribed in the medial globus pallidus, and promote IRES-driven translation of apoptosis-related proteins?",[8235]
401,Which disease associated with the SLC9A3R1 gene could be indicated by a patient's symptoms of axillary lymph node engagement and systemic dissemination?,[37132]
7377,"Which cardiac condition, characterized by insufficient blood flow, is a known contraindication for pharmacological interventions aimed at managing congenital alveolar capillary dysplasia?",[37659]
919,"Could you share which conditions are treatable with Phylloquinone, especially those associated with various bleeding symptoms such as skin and mucosal bleeds, heavy periods, epistaxis, joint hemarthrosis, easy bruising, and extended post-procedural bleeding?",[27656]
565,"What potential diseases could be linked to symptoms of a hypermature cataract, such as foggy vision and difficulty seeing inside my eye?","[95730, 27202]"
5326,"What are the H2 receptor antagonists used to treat abnormal gastrin secretion by reducing gastric acid, pepsin activity, and the total volume of gastric secretions?","[14729, 16340, 15316, 14702]"
11055,Search for diseases that have no drugs indicated for treatment and are linked to Thromboembolic events.,[27519]
2347,Can you find genes or proteins linked to ADHD's inattentive subtype that code for proteins essential to skeletal and neuronal development?,"[3089, 5730]"
6281,What is the name of a medication similar to Ajmaline that lowers uric acid concentrations by selectively and temporarily blocking xanthine oxidase via a common gene or protein transport mechanism?,[14352]
3079,Can you list any conditions related to ischemic disease that also overlap with acute intestinal ischemia or represent more specific types within the general spectrum of ischemic diseases?,[37556]
2223,Please find genes and proteins interacting with PSMG3 that are also located on chromosome 9.,"[2657, 83657, 5076]"
11131,Is the organic anion transporting polypeptide 1C1 capable of transporting pharmaceuticals that exhibit synergistic effects when combined with zinc chloride and prostaglandins?,[34398]
1028,Which gene or protein is associated with a higher likelihood of developing mild median nerve mononeuropathy?,[35337]
8327,"Which therapeutic agents, aimed at genes or proteins associated with the transforming growth factor beta (TGF-β) receptor, may simultaneously suppress immune function and lower the probability of organ rejection in patients?","[15432, 14251, 14975]"
8243,"Please identify pharmacological agents that selectively bind to genes or proteins involved in single-stranded RNA interactions, and evaluate their efficacy and potential in combatting oncological conditions, specifically Leukemia and Lung Cancer, alongside addressing the health complications arising from tobacco consumption, particularly Tobacco Use Disorder, and also examine their role in managing immune-related abnormalities such as Lymphoproliferative Disorders.","[14320, 14269, 16030]"
9019,Which phenotype or effect is associated with the subtype of substernal goiter?,"[22496, 24486, 94347]"
69,Could you assist me in finding a gene or protein that is key for regulating contraction in both smooth and non-muscle tissues and is also linked to juvenile idiopathic arthritis? It should also be involved with the Smooth Muscle Contraction pathway.,[2214]
10244,"Could anyone provide information on a cellular pathway that is associated with both the G0 phase and the early G1 phase of the cell cycle, which involves interaction with a common gene or protein and exerts negative regulatory control over the transcription of E2F target genes through the DREAM complex?",[127784]
3156,What are the specific genes and proteins associated with the development of megalocornea?,[13671]
682,What condition could link a gastrin-secreting pancreatic neuroendocrine tumor with an elevated level of gastrin production?,[39741]
7090,Which gene or protein responsible for the synthesis of a polyubiquitin precursor protein has interactions with the gene or protein associated with SLC33A1 mutations that lead to the neurological disorder spastic paraplegia 42?,[189]
1107,"Could you help me find information on a disease linked to the HMGCL gene, which is involved with fatty acid oxidation and ketogenesis issues?",[27243]
2268,"What health problems might be connected to Littre gland carcinoma, considering my family history of this cancer?",[37251]
3032,What differential diagnosis should include diseases associated with fibroepithelial polyps and related to the NF1 gene/protein in a patient's case?,[94767]
10320,Which genes or proteins are present in the pericardial tissue but not expressed in the epithelium of the nasal cavity?,[1403]
1063,I need a medication suitable for someone with dry eye syndrome but contraindicated for patients with a past intestinal perforation. Can you suggest anything?,[20254]
6002,Which medications interact synergistically with Cinnarizine to treat the same condition and possess a similar elimination half-life of approximately 20 hours?,[15783]
836,Which gene or protein is associated with hypertrophic cardiomyopathy and lactic acidosis linked to MTO1 deficiency in mitochondria?,[1708]
7258,Can you list any conditions linked to MMP2 gene involvement that are not advised for treatment with Alimemazine due to their reduction in the production of hemoglobin polypeptide chains?,[35958]
5209,Please find the genes and proteins associated with the 'Mitochondrial translation initiation' pathway that also show nucleotide-binding activity.,[1851]
4053,I am looking for genes or proteins that not only facilitate serine transport across cellular membranes but also interact with the protein Progesterone Receptor Membrane Component 2 (PGRMC2).,[2222]
952,"What potential medical condition could share a connection with both dystransthyretinemic hyperthyroxinemia and familial dysalbuminemic hyperthyroxinemia, considering their similarities?",[38316]
6166,"What are the common gene targets that interact with both 3',5'-Dibromo-2',4,4',6'-tetrahydroxy aurone and 1-Naphthylamine-5-sulfonic acid?",[111]
4137,Could you find any genes or proteins connected with short sleeper syndrome that also play a role in expressing the alpha4 subunit of the nicotinic acetylcholine receptor?,[8136]
22,"Please find the gene or protein participating in IL-27 signaling as a component of the IL-27 complex, involved in inflammation, and responsible for producing the secretory glycoprotein that pairs with a 28-kD protein to form IL-27.","[729, 34082, 5974]"
9136,Identify genes or proteins that interact with MINK1 and are also linked to a common disease.,[3666]
9052,Identify pathways associated with CD28-dependent PI3K/Akt signaling that also exhibit interaction with a common gene or protein.,[62676]
8208,Identify the gene/protein involved in the proton buffering system that also has an affinity for binding proteins containing phosphoserine residues.,"[313, 604, 3725, 422]"
8029,Identify pathways that share a gene or protein interaction with the calcium/calmodulin-dependent pathway.,[62352]
9273,Which gene or protein is not expressed in both the placenta and the biceps brachii muscle?,[3209]
9317,"Identify the common gene targets that facilitate steroid ligand binding in unique conformational alignments, and are involved in the transport or interaction of both Hydrocortisone butyrate and Hydrocortisone cypionate.","[1424, 2387]"
8385,"Search for a biological pathway in which MECP2-mediated regulation of transcription factors occurs, and identify those factors that interact with a common gene or protein.",[62964]
11193,Which biological processes share a characteristic interaction pattern with the regulation of T-helper 1 (Th1) cell differentiation involving genes or proteins?,"[42278, 103750, 108967, 40691, 39999, 114555, 44157, 49503]"
2281,"Is there a risk that previous radiation therapy for cancer or certain genetic conditions could elevate my susceptibility to diseases like angiosarcoma, where cellular DNA alterations result in uncontrolled growth?","[95887, 95892, 37416, 95942, 99145, 32589, 96084, 96085, 96086, 96087, 96088, 96089, 96091, 96093, 96094, 96095, 36078, 96622, 96623]"
4316,"Could you identify any disorders associated with limb-girdle muscular dystrophy, or those linked to protein abnormalities impacting muscles and nerves, that might run in my family?",[38616]
6347,Which anatomical structures lack the expression of genes or proteins that play a role in the development of the trigeminal nerve?,"[67302, 64876, 64460, 63824, 63921, 63952, 68729]"
4272,Which solid-state drugs primarily target the O-6-methylguanine-DNA methyltransferase (MGMT) gene?,"[14577, 14679, 16281, 14490, 18686]"
5028,Could you list the anticancer drugs that selectively bind to EGFR and interact with it as their primary target?,"[15377, 15000, 14373, 17711, 17713, 17715, 17718, 17719, 17720, 17605, 15046, 17353, 17354, 14155, 17356, 16480, 14187, 14456, 14460]"
7079,What are the investigational drugs in development that act on the solid state and interfere with the fatty acid synthesis process by affecting genes or proteins that have interactions with the catalytic subunit of protein kinase A?,[14394]
6223,Identify the common gene targets associated with both Pegaspargase and Fluorouracil.,[8503]
1242,Could you list the breast diseases linked to mammary-digital-nail syndrome?,[38183]
10101,"I'm seeking information on any genes or proteins that demonstrate an affinity for binding with SUV39H1 and possess the enzymatic capability to catalyze both mono- and di-methylation on lysine 9 of histone H3. Additionally, it's crucial that such genes or proteins are implicated in biological effects or phenotypes comparable to those associated with SUV39H1, given its established role as a histone methyltransferase in critical cellular processes and molecular pathways. Would anyone have insights into such partners that share functional properties with SUV39H1 in histone modifications and their consequential cellular effects?",[1089]
3213,What disease associated with both the IRF5 and CCN2 genes falls under the systemic sclerosis umbrella?,[94796]
5384,"Could you provide information on a disease linked to 'mucinous adenocarcinoma,' characterized by the production of excessive mucus, accounting for more than 50% of the substance in the extracellular space? I'm seeking clarity on this condition as it was brought up by my healthcare providers.","[97345, 39460, 36813, 36814, 96536]"
2049,"Which specific gene is associated with refractory celiac disease through its role in coding an elastin-degrading enzyme, might play a part in aneurysm formation, and has been connected to pulmonary function and COPD pathogenesis based on mutation studies?",[8069]
1326,"Find genes and proteins interacting with DLG1, associated with GPCR activity, and modulating neuronal pathways.",[58901]
3377,What disease could be diagnosed in pediatric patients exhibiting central nervous system symptoms that is a subtype or derivative of a central nervous system yolk sac tumor?,[37074]
10065,Which common gene targets are associated with both Medrysone and Prednisolone acetate?,[1424]
9194,"Search for pathways associated with the assembly of the Origin Recognition Complex (ORC) at replication origins, which also exhibit interactions with a common gene or protein.",[62843]
9238,"Which gene or protein is capable of interaction with PTGES3, shares an association with a common disease, and also plays a role in the regulation of oxygen-dependent breakdown of hypoxia-inducible factors?",[3866]
8062,Does Imipramine hold the distinction of being the initial antidepressant upon which certain genes or proteins within skeletal muscle exert enzymatic action?,"[14906, 14893]"
80,"Could you help me find genes or proteins linked to microcephaly and chorioretinopathy that are also key in anchoring microtubule-organizing centers to intermediate filaments in polarized epithelial cells, affecting their microtubule structure?",[1130]
8106,Identify proteins or genes that interact with Thioredoxin (TXN) and share a common phenotype or biological effect.,[1151]
1209,Can you find drugs designed to treat paroxysmal nocturnal hemoglobinuria that target complement component 5 and show strong serum protein binding?,[17946]
2002,What are the hereditary diseases associated with ovarian sex cord-stromal tumors?,"[99713, 39788, 35792, 37968, 39602, 39603, 94677]"
3258,"Could fatigue, fever, and persistent headaches be symptoms of a disease associated with the partial deletion of the long arm of chromosome 12?",[32653]
4195,What are the names of solid-state drugs that target the cyclophilin A (PPIA) protein?,"[18304, 15242, 14932, 14934, 14012, 18302, 18303]"
894,"Could you provide a list of medications that could cause stomach discomfort and irregular heartbeat, particularly compatible with a diagnosis of bradyarrhythmia?","[15840, 14308, 15111, 18123, 15150, 15087, 15102, 14163, 15158, 14142]"
2166,Please search for substances in our database with dual efficacy against vulvovaginal candidiasis and dermatophytosis.,[20558]
10382,Which gene or protein not only engages in interaction with CDK8 but also attracts histone acetyltransferase complexes to chromatin and is linked to a disease commonly associated with CDK8?,[2932]
3090,What disease is associated with acute orbital inflammation that primarily targets the pancreas?,[95453]
5107,Which liver disease is associated with Senior-Loken syndrome?,[38528]
744,Which disease is classified under intraspinal meningiomas and originates from the spinal meninges?,"[96385, 96742, 96653, 94675, 96819, 96697, 95998]"
7156,What are the common gene targets associated with both Paramethasone and Rimexolone?,[1424]
620,"Can you help me find the gene or protein involved in 'interleukin-7 receptor activity', which also binds interleukin 7 to aid in the maturation of T and B lymphocytes, and serves as the interleukin 7 receptor in immune cells, playing a crucial part in hematopoietic cell development?",[625]
5063,Identify compounds that act on CYP1A2 as enzyme modulators and are used to treat secondary polycythemia vera.,[15409]
4239,"Could you find any drugs that target uroporphyrinogen decarboxylase (UROD) for managing porphyrias like Acute Intermittent Porphyria, Porphyria Variegata, Hereditary Coproporphyria, and Congenital Erythropoietic Porphyria including Gunther Disease?",[18967]
6268,Which specific gene or protein is consistently unexpressed in the kidney and bone marrow tissues of adult mammals?,[10542]
7032,What are the observed effects or phenotypes associated with the Yemenite subtype of deaf-blind hypopigmentation syndrome?,"[94337, 94338, 22570, 26061, 24371, 94421, 24343, 25593, 22555, 24028]"
6734,Search for a biological pathway associated with the SUMOylation process of intracellular receptors and identify one that also exhibits interaction with a common gene or protein.,[62629]
5943,Are there any medications designed to interact with genes or proteins associated with the quaternary ammonium group transmembrane transporter activity that also have the capability to move long-chain fatty acids through the inner membrane of mitochondria?,[16322]
7912,Which gene or protein is consistently unexpressed in both the pancreatic and bone marrow tissues?,[10542]
4765,"Could you find genes or proteins linked to Behçet's disease that are expressed in NK cells, may interact with DAP12, and encode for type II transmembrane proteins with a C-type lectin domain?",[6922]
1885,Could you give me a list of MAGEA family members that also interact with p53-mediated signal transduction pathways?,"[7261, 10207]"
5827,"Which medications, when used in combination with Atovaquone, produce a synergistic effect in the treatment of acute uncomplicated malaria, and are both Atovaquone and these co-administered drugs specifically approved for malaria therapy?","[15213, 15726, 14951]"
6650,"Can you help pinpoint any health conditions that are linked to a shortage of MTHFR enzyme and also feature abrupt neurological impairment stemming from a cerebrovascular incident, and at the same time are adversely affected when treated with Lansoprazole?",[33598]
4601,What drugs have been found to target TLR9 as agonists in the Toll-like receptor signaling pathway?,"[18728, 16504, 18727]"
218,"Can you find a 'Signal amplification' related pathway that demonstrates a 'parent-child' relationship, operates at the plasma membrane, and is involved in triggering platelet activation?","[62698, 128382, 128383]"
7876,Identify genes or proteins that display interaction with SLC30A8 and share an association with a common disease.,[1107]
2796,"Please find the enzyme-linked gene or protein connected with Fabry disease that also regulates sphingolipid metabolism, particularly catalyzing the conversion of ceramide to sphingosine and a free fatty acid.","[3106, 11860]"
6980,Which conditions linked to the APOC3 gene can cause atherosclerosis in the coronary arteries and are known to have contraindications with the use of Estradiol valerate?,[36187]
3660,What are the genes or proteins linked to both the Interferon gamma signaling pathway and the development of human prion diseases?,[8277]
10572,Which specific effects or phenotypic manifestations are associated with the inattentive subtype of ADHD?,"[86892, 24285, 22759]"
2846,"Can you pinpoint the gene that interacts with the BRAF mutants signaling pathway, encodes a cytoskeletal protein found mainly at cell junctions, and is crucial for actin dynamics and cellular motility across various cell types?","[238, 4079, 3343, 1495, 2169, 1980]"
1631,"What are the treatment options for exocrine pancreatic insufficiency, which I suspect is causing my digestive problems?",[20628]
