id,query,answer_ids
7091,Search for articles on bioconjugation techniques involving magnetic nanoparticles for biomedical applications.,"[1779952, 1811876]"
1106,Which scholarly articles from Union College authors boast an extensive range of research?,"[1275617, 1817035]"
10181,"Are there other studies from 2010 to 2015 that delve into the physical libration of the moon in latitude, written by the same authors of the 2013 work ""The effect of the Earth’s oblateness on the Moon’s physical libration in latitude""?","[1392585, 1294463]"
2269,Could you show me a selection of papers about Sector antennas focusing on loaded dielectric antennas?,[1551190]
3033,Could you find me some papers focused on the impact of Solid-Electrolyte Interphase (SEI) thickness on battery performance within the context of capacity loss?,[1747715]
1062,"Find publications by coauthors of ""Role of external focusing geometry in supercontinuum generation in bulk solid-state media"" that discuss supercontinuum generation.","[1264450, 1847194, 1851146, 1697486, 1290847, 1794800, 1842324, 1756469, 1757174, 1673172, 1722104, 1841530, 1241118, 1416319]"
2691,Show me papers by Olivier Pluchery discussing silicon carbide layers through infrared spectroscopy.,[1485323]
7971,"Could you please list the research papers that share a coauthor with the paper titled ""Determination of heat transfer coefficients at metal/chill interface in the casting solidification process""? Can these papers be specifically from the same area of study about heat transfer during metal solidification processes and focus on the examination of heat transfer coefficients during casting?","[1320241, 1545538, 1178642]"
10861,Does the University of Botswana have any Climatology research papers discussing drought indices?,[1822023]
4706,Are there any research publications from Eastern Washington University that examine hydrogen bonding nuances in frustrated magnetic substances with a specific focus on Rotational symmetry?,[1801690]
6757,Find publications by authors affiliated with Herlev Hospital on the application of random forests for generating CT images from MRI images.,[1658468]
12830,I'm looking for papers on Cylinder set that delve into the analysis of water wave band gaps. Do any studies apply concepts from phononic crystals to scrutinize water wave propagation around periodic structures? I'm particularly interested in how such cylinder configurations underwater may lead to waveguiding and band gap formation.,[1545210]
11647,"Can you show me the articles that the paper ""Ground state of the impurity Anderson model revisited: A projector operator solution"" has acknowledged and also debate a distinct method of dissecting the single-impurity Anderson model, apart from the projector operator solution?","[1219791, 1182174, 1264135]"
5920,Publications from Cyprus International University authors on analysis of B meson decays in search of new physics evidence.,"[1246608, 1382503]"
1982,Are there any research papers linked to Zygo Corporation focusing on laser beam quality which propose an in situ approach to mirror metrology?,[1847302]
12528,"Can you find me papers that are cited by ""Mercury's surface and composition to be studied by BepiColombo"" and delve into the mission's objectives, such as investigating Mercury's surface, internal structure, magnetic fields, and exosphere?","[1534308, 1532209, 1225853, 1603356, 1477533, 1221406]"
10905,Does the International Hellenic University have any publications on solar energy systems in the context of energy development?,[1444381]
4662,"What are some research papers studying iron ionization equilibrium in stellar atmospheres that are referenced in the study ""Non-LTE effects on the lead and thorium abundance determinations for cool stars""?",[1547598]
7815,"I'm looking for papers that are co-authored by at least one author from the study ""Dualism of the 5felectrons of the ferromagnetic superconductor UGe2as seen in magnetic, transport, and specific-heat data"", are relevant to the same field of study, and further delve into the topic of germanides. My primary focus is to expand my understanding on UGe2 and the research related to germanium-based compounds.","[1532083, 1659307]"
5438,"Can you show me the papers that are referenced in ""De Haas–van Alphen Effect in Rh2Ga9 and Ir2Ga9 without Inversion Symmetry in the Crystal Structure and Related Compounds T2Al9 (T: Co, Rh, Ir) with Inversion Symmetry"" and also delve into the topic of Fermi surface splitting?","[1617792, 1350414, 1300566, 1224478]"
7469,"Show me the papers related to unconventional superconductivity, authored by any of the coauthors of ''Exotic Quadrupolar Phenomena in Non-Kramers Doublet Systems — The Cases of PrT2Zn20 (T = Ir, Rh) and PrT2Al20 (T = V, Ti) —''","[1459811, 1458084, 1188075, 1358732, 1245035, 1251119, 1697360, 1388975, 1572114, 1436591, 1308117, 1430968, 1423003, 1817340]"
11723,"Does Arxiv have any research papers related to Resonance, particularly those discussing angle-independent plasmonic metasurfaces, that are linked with the City University of New York?",[1216309]
5844,Are there any studies from the University of Nairobi in the field of Daytime that analyze TEC data between 2004 and 2006?,[1344475]
6633,"What are the papers that talk about qubit-resonator coupling and are referenced in the study ""Measurement of the superconducting flux qubit parameters in the quasi-dispersive regime""?","[1307800, 1680833, 1500517]"
12954,Are there any papers from Ebara Corporation authors that delve into the topic of EUV lithography mask inspection?,"[1269317, 1656524, 1662193, 1578102, 1557595]"
10579,"Find more publications from the co-authors of ""Intense EM filamentation in relativistic hot plasmas"" that delve into the principles of self-organization.","[1217473, 1643105, 1869763, 1274631, 1789259, 1594355, 1208756, 1577236, 1305628, 1399679]"
2825,Does Arxiv have any optoelectronics papers related to SAGEM discussing thermal effects in mid-IR parametric oscillators?,[1233084]
1652,Does any research from Texas A&M University at Qatar exemplify the use of the superposition principle to demonstrate an optical effect in optics?,"[1682954, 1665213, 1865743, 1582128, 1315281, 1624979, 1648758, 1523991, 1272283, 1865663, 1296251, 1661021, 1200927]"
12684,Find publications by co-authors of 'Josephson current in strongly correlated double quantum dots' that discuss their research funding sources.,"[1260547, 1298405, 1425002, 1818410, 1866258, 1471352]"
3603,"Can you find other papers that explore the concept of heavy quark potential and reference or are referenced by ""From Complex to Stochastic Potential: Heavy Quarkonia in the Quark-Gluon Plasma""?","[1304920, 1221605, 1550285]"
2459,Show me articles on passive radiators investigating methods to decrease mutual coupling in antenna arrays.,"[1634671, 1394679]"
5794,Recent publications on evaporation rate studies by IFSTTAR authors,[1682693]
1736,Are there any physics papers related to Calsonic Kansei discussing ethanol adsorption cooling?,"[1702056, 1714643, 1820885]"
2941,Show me papers about gauge fields and their applications within the realm of Number Theory.,"[1473057, 1702620, 1196324, 1837837]"
11997,"I'm looking for papers that not only delve into the subject of X(3872) mass threshold, but are also written by at least one of the same authors as ""Threshold Effects and the Line Shape of the X(3872) in Effective Field Theory"". Ideally, these papers should be in a similar field of study as the aforementioned paper.",[1806580]
3767,"Can I find papers from the co-authors of ""Effect of channel angle of pin-fin heat sink on heat transfer performance using water based graphene nanoplatelets nanofluids"" who have also discussed the integration of phase change materials in solar collectors in 2018?",[1807303]
6887,Find publications by Takuya Hayashi on the topic of plasmon resonances in graphite nanoparticle suspensions.,[1443573]
8439,Show me publications related to reference frames that explore transformations within spaces governed by the generalized uncertainty principle.,[1689153]
9663,Are there any papers from Sterling College researchers about dark matter scintillation experiments?,"[1842703, 1594416, 1865233, 1787481, 1577181]"
295,Search for publications by Ruihua Xu on the topic of laser field influence on alpha decay.,[1861646]
8845,Show me publications by D. Romeuf on the topic of young planetary systems.,[1649363]
9707,Can you help me find papers that specialize in broad-spectrum photon detection and have been referenced in the paper titled 'Photon-number uncertainty in a superconducting transition edge sensor beyond resolved-photon-number determination'?,"[1292536, 1468099, 1485790]"
8921,Show me publications by Ying Yan investigating atypical laser wavelengths.,[1218241]
8795,Are there any publications by Osamu Maruyama on the analysis of electromagnetic fields in cables available on ArXiv?,"[1229608, 1305658, 1288421, 1469807]"
139,"What are the publications referenced in the paper ""A Lagrangian Study of Precipitation-Driven Downdrafts"" that also delve into the role of forces in triggering convection?",[1443835]
1619,Show me articles investigating lightning distribution patterns on ArXiv.,"[1178339, 1417252, 1796484, 1268171, 1419025, 1721073, 1544223]"
2412,"What are the papers citing ""High-Field Transport in an Electron-Hole Plasma: Transition from Ballistic to Drift Motion"" that also delve into the topic of strong correlations in complex plasmas?",[1601117]
4585,"Could you find me other publications from the coauthors of ""Study of variation in slab thickness of ionospheric F-region during earthquake by wavelet analysis""? Specifically, I'm interested in those that focus on ionospheric abnormalities prior to earthquakes using similar data analysis methods.",[1378505]
3648,"Could you find the latest publications related to Electromagnetism research from the National University of Ireland, Galway?","[1611044, 1798076, 1838838]"
2576,Which publications authored by individuals affiliated with the Smithsonian Tropical Research Institute focus on the study of color patterns in the wings of butterflies?,[1471034]
12407,"Can you find 2016 publications discussing fluid flow, written by co-authors of the paper ""FLOW OF TWO IMMISCIBLE COUPLE STRESS FLUIDS BETWEEN TWO PERMEABLE BEDS""?",[1670750]
3480,"What are the research papers on the topic of adding particles to thermal storage materials that have been referenced in the study ""Melting of nano-PCM in an enclosed space: Scale analysis and heatline tracking""?","[1544165, 1538061, 1578866, 1287349, 1414396]"
5517,"Could you track down some articles that have at least one shared author with the paper ""Peculiarities of Phase Formation in TbBO 3 during Isothermal Annealing"", align with the same discipline studying structural modifications during annealing, and also delve into the discussion of structural transformations?","[1234017, 1180804, 1429637, 1336135, 1856335, 1725105, 1590322, 1245299]"
7546,"Search for publications co-authored by a contributor from ""Origin of stress and enhanced carrier transport in solution-cast organic semiconductor films"" that also delve into the study of rotational diffusion confinement within the same scientific domain.",[1223030]
10456,"Could you locate some articles in the same research field as ""The performance of an evacuated tube solar hot water system in a domestic house throughout a year in a northern maritime climate (Dublin)""? These articles should be written jointly by at least one of the authors of the initial paper, and should provide in-depth performance analysis of a similar solar hot water system over a period of one year.",[1700147]
5473,"Could you show me 2013 papers related to Centrifuge studies, specifically discussing boiling?",[1511786]
4629,Show me articles by R. Milincic on the measurement of neutrino mixing angles.,"[1496443, 1738733]"
12563,"Can you show me other publications by the co-authors of ""Effect Mechanism of a Direct Current on the Solidification of Immiscible Alloys"" that also delve into exploring the impacts of direct current on methods of solidification?",[1192570]
3998,Show me publications by Mikael Lindgren on rapid measurement techniques.,[1407648]
10532,"Are there any papers with at least one mutual author with 'Low-Leakage TiO $_{f 2}$ Nanowire Dielectric MOS Device Using Ag Schottky Gate Contact', that explore oxide nanowire devices and belong to the same research domain?","[1395202, 1405316, 1217383, 1263784, 1474763, 1262636, 1242222, 1371444]"
6678,"Search for publications with an author in common with ""Fundamental quantum limit to waveform estimation"" that also explore the topics of contextuality, nonlocality, and complementarity, akin to the discussion presented in a 1960-themed parable, similar to ""Title of the paper that discusses contextuality, nonlocality and complementarity through a 1960 parable"". These papers should be within the same scientific domain.",[1615296]
11768,Show me publications written by Shane A. Cybart related to nano Josephson junctions on Arxiv.,"[1258347, 1410510, 1183984, 1822256, 1852307, 1289849, 1697404, 1482494]"
7422,Show me publications by Jagdish Kumar on the electronic structure analysis of superconductors.,"[1300469, 1280659, 1333533]"
172,Are there any papers discussing particle creation and viscosity in cosmological models written by researchers at St. Vincent Palloti College of Engineering and Technology?,"[1409258, 1454348]"
9584,"What are the research papers that ""SMEFT top-quark effects on ∆F=2 observables"" references and further discuss the discrepancy in CP violation measurements mentioned in the same study?",[1787705]
9628,"Could you show me a collection of scholarly articles on Schur's lemma, specifically focusing on the connection between BPS spectrum and Schur operators?",[1605589]
8472,Are there any published papers by Ontario Power Generation researchers on the topic of neutron scattering measurements?,"[1662536, 1431441, 1660001]"
8516,Could you show me some research papers in the Two-line element set domain that aim to enhance techniques for predicting orbits?,"[1487946, 1597251, 1578757, 1263878]"
9210,Which publications focus on outer stellar density characteristics authored by members of the Deutsche Börse team?,"[1200897, 1748515, 1270724, 1759718, 1210985, 1780844, 1213677, 1797645, 1783919, 1694160, 1791827, 1808052]"
9374,Does any research from Duke University delve into the oscillation-related nuances of planetary orbits?,[1872921]
782,Are there any Physics research studies connected to the University of Cincinnati Clermont College exploring far-infrared lines in low-metallicity galaxies?,"[1498738, 1835197, 1577340, 1719069, 1561855]"
8282,"What other research discussing graphene plasmons is referenced in the study ""Periodically voltage-modulated graphene plasmonic waveguide for band-rejection applications""?","[1233186, 1741161, 1778383, 1557040, 1742545, 1684308, 1431230]"
852,"What are some papers focusing on additive manufacturing processes that are referenced in ""Selective Laser Melting of Polymer Powder – Part Mechanics as Function of Exposure Speed""?","[1241283, 1418887]"
936,Could you find any papers written by Yan Xu focusing on the research of the impact of additives? I'm particularly interested in those which offer an analysis of the effects of these additives.,"[1238905, 1558354]"
6324,Show me publications by A. A. Bondartsev on qubits utilizing spectrally isolated Praseodymium ions.,[1311047]
11234,Search for publications on factorial experiments investigating the impact of process parameters on coating thickness.,"[1765146, 1746005]"
13265,"Show me papers written by the co-authors of ""A systematic approach to determine optimal composition of gel used in radiation therapy"", specifically discussing the influence of container size on dose profile variability in polymer gel dosimeters.",[1220064]
4375,Papers on automated defect detection techniques authored by Tata Consultancy Services researchers,[1858293]
11350,Which publications from Dolby Laboratories discuss laser waveguides and their usage?,[1862706]
6240,"Which publications by authors who collaborated on ""Design of all-solid large-mode area microstructured-core optical fibers"" also detail the creation of a fiber curvature sensor circa 2015?",[1208122]
4211,Excitonic transitions articles by authors affiliated with Universidade Estadual de Londrina,[1362095]
2386,"Can you help find research papers discussing cosmic strings in a five-dimensional spacetime, similar to the study of ""Conformal invariant gravity coupled to a gauged scalar field and warped spacetimes"" and share a common author with it?","[1492226, 1186834, 1643099, 1444211]"
13301,Are there any papers from Universidade Federal do Amapá researchers that explore celestial icy bodies located far from Earth?,[1697447]
3270,Give me the 2015 papers discussing tree-level amplitudes authored by researchers who also collaborated on 'Construction of an effective Yang-Mills Lagrangian with manifest BCJ duality'?,"[1607048, 1416338]"
1221,Are there any studies linked to the Swedish Nuclear Fuel and Waste Management Company that explore the optical measurements of spent nuclear fuel?,"[1518896, 1625028, 1648911]"
5283,"Are there any papers from around 2014 discussing the measurement of magnetoresistance in thin films, co-authored by those who contributed to 'Magnetic field induced changes in linear and nonlinear optical properties of Ti incorporated Cr2O3 nanostructured thin film'?","[1339200, 1262290, 1278078]"
12393,Are there any research papers from the University of Jinan that discuss ongoing monitoring systems or methods for loss in the field of Continuous Monitoring?,[1709472]
3314,Looking for papers from Deutsche Forschungsgemeinschaft discussing circular polarizers in the context of split-ring resonator studies.,[1640636]
1345,"List papers discussing Fano resonance effects within optical nanocavities, specifically relating to filtering functions.",[1310281]
6088,Does Handong Global University have any research papers proposing the use of a high-resolution Lidar system to improve image resolution in computer vision?,[1716119]
11198,"Looking for papers that discuss photon forces like YORP and Yarkovsky effects and have been referenced in the paper titled ""YORP and Yarkovsky effects in asteroids (1685) Toro, (2100) Ra-Shalom, (3103) Eger, and (161989) Cacus"".","[1213540, 1677957, 1237899, 1541771, 1457709, 1663961]"
465,"Are there any other publications by the co-authors of ""Exact solitons and manifold mixing dynamics in the spin-orbit–coupled spinor condensates"" focusing on the study of spin-orbit-coupled spinor condensates' ground state properties?","[1837440, 1715044, 1614376, 1381704, 1726761, 1415019, 1792464, 1818513, 1676532, 1839994, 1191647]"
9093,Publications on windstorm climate authored by Swiss Re researchers,[1246133]
819,"What other publications from the co-authors of ""Intrachain dynamics of large dsDNA confined to slitlike channels"" present fresh perspective on the hydrodynamics of confined DNA molecules through experimental results?",[1872601]
501,"Can you show me the papers discussing event classes in photon-photon collisions, authored by those who also contributed to 'Multiparton interactions with an x-dependent proton size'?",[1397243]
8001,"What are some papers enhancing solar cell efficiency that are referenced in the ""Study of Defect Levels in the Band Gap for a Thick InGaN Film""?","[1368663, 1237239]"
8165,"Are there any papers co-authored by an author from ""Dynamics of the envelope of a rapidly rotating star or giant planet in gravitational contraction"" focusing on solar network evolution and within the same discipline as the research discussed in the said paper?",[1669656]
2061,"What are the papers discussing PV system MPPT methods that were cited in the paper ""Maximum power point point tracking control strategies with variable weather parameters for photovoltaic generation systems""?","[1301704, 1376008, 1457021, 1310489, 1309373]"
4092,Research publications on soil treatment with ozone generators by authors affiliated with Sojo University.,"[1761593, 1689322, 1755705, 1665143]"
2105,"What are the papers discussing historical solar events that are referenced in the paper titled ""Flares, ejections, proton events""?","[1607251, 1673687]"
13182,Show me publications from the Institute of Chartered Financial Analysts of India pertaining to ceramic materials synthesized in 2015.,"[1197792, 1620077, 1176719]"
7299,"What are the papers referenced by ""The extended disc and halo of the Andromeda galaxy observed with Spitzer-IRAC"" that also involve the mass modeling of Andromeda Galaxy (M31) based on its rotation curve?",[1224706]
10389,"Publications by coauthors of ""Design and analysis of a square spiral nano-rectenna for infrared energy harvest and conversion"" on infrared energy harvesting in that work or subsequent papers.","[1642507, 1721014]"
7135,Show me publications by F. Aqariden on the development of infrared detectors with mercury cadmium telluride on silicon substrates.,[1236309]
10025,Show me articles on Balanced audio focusing on improved sound quality through enhanced out-of-band rejection.,[1684702]
12074,Show me publications by Ji-Hui Yang on the study of defect-related phenomena in CdTe solar cells.,"[1530574, 1578766, 1640048, 1763792, 1697363, 1732598, 1792827]"
5164,Find publications by E. Reina exploring dust conditions and motion evolution of short-period comets.,"[1250360, 1490443]"
10141,"Can you show me the research papers from authors of 'Non-invasive measurement of internal temperature of a cylindrical Li-ion cell during high-rate discharge', focusing on non-invasive methods of measuring core temperature?","[1743121, 1681508]"
7051,I'm looking for research articles that discuss comparisons between satellite and ground-based ozone observations specifically utilizing Dobson ozone spectrophotometers.,"[1769480, 1572843, 1503622]"
5000,Are there any research papers from Rensselaer Polytechnic Institute showcasing Brillouin light scattering techniques within the Brillouin scattering field?,[1569028]
12110,"Find me other articles written by the co-authors of ""A Wideband Electrically Small Transient-State Antenna"" which delve into the topic of high-Q antennas.","[1563120, 1662810]"
3197,Show me publications by Minh-Quy Le that study the mechanical characteristics of silicon carbide sheets.,[1696492]
12331,Does any research from the Academy of Military Medical Sciences focus on the transverse mode study of a laser diode pumped Er:YSGG slab?,[1603376]
5221,"What other research discussing line profile variability has referenced or been cited in the study ""Rossiter-mclaughlin effect in emission from UX Ori stars""?",[1603613]
7270,Does any research from National Chiayi University explore how UV treatment impacts the surface energy of a NaF layer in the context of Surface energy studies?,[1217450]
10360,Does East Tennessee State University have any publications discussing the Leo Ring's origin through Metallicity studies in that area?,[1276626]
2088,Does any literature from Mary Bird Perkins Cancer Center study the neutron exposure resulting from proton therapy in the context of Nuclear Medicine?,"[1462468, 1292332, 1573446]"
5345,"Search for publications by coauthors of the paper titled ""Plasmon electron-hole resonance in epitaxial graphene"" that focus on the study of graphene plasmons on silicon carbide (SiC).","[1427153, 1426266, 1350210, 1480927]"
12255,"What are the papers that examined a quantum oscillator and are referenced in the study titled ""Nonlocal dynamics and infinite nonrelativistic conformal symmetries""?","[1198028, 1203709, 1631279]"
1283,"Show me 2013 publications from the co-authors of ""Band structure of a two-dimensional resonant photonic crystal"" that also discuss cholesteric liquid crystal layers.","[1492735, 1582799]"
10204,Show me the publications on Casimir forces by Francesco Intravaia from 2010.,"[1297313, 1485317, 1448421]"
7314,"Can you find papers that discuss the impact of the Dick effect on a pulsed vapor cell clock using coherent population trapping, within the field of Sensitivity in control systems?","[1546651, 1800155]"
2324,"What research on gap-flow effects has been conducted by co-authors of the paper titled ""Effect of gap flow on the shallow wake of a sharp-edged bluff body—Coherent structures""?","[1819096, 1850111]"
11296,Are there any 2011 publications related to ferromagnetism in Ga1−xMnxAs alloys from Tambov State Technical University within the area of Spin polarization?,[1404535]
6386,"Looking for papers related to X-ray observations of galaxy clusters, specifically those discussing Hitomi observations of the Perseus cluster. The papers should also include authors from the ""An X-ray view of central engines of low luminosity quasars (LLQSO) in the local Universe"" publication.","[1785323, 1693069, 1791439, 1779088, 1780217, 1789594]"
2240,Are there any papers by Université du Québec à Montréal researchers on the analysis of millimeter-wave antennas with band-gap structures?,"[1683400, 1711886, 1242288, 1645593, 1763994, 1417246]"
8344,"Find publications by coauthors of the paper titled ""An MHD model of Ganymede's mini‐magnetosphere suggests that the heliosphere forms in a sub‐Alfvénic flow"" that examine planetary auroras and extend insights to the study of exoplanets.","[1412003, 1197039, 1208698, 1187805, 1395006]"
994,"Can you find papers that discuss magnetic properties and have referenced or have been referenced in the study ""Effect of interfacial pinning on the thermo-remanent magnetization of disorder Mn50Ni38.5Sn11.5 alloy""?","[1488803, 1429903, 1420976, 1483323, 1301114, 1406011]"
8220,Show me articles by Qin Li on multi-server flexible blind quantum computation.,[1641718]
720,"What additional publications have the co-authors of ""Magnetoresistance effect of tunnel junctions using Co2(Ti, Mn)Z (Z = Al, Si) Heusler alloys"" produced on the topic of rare-earth magnet coercivity?","[1790151, 1427600, 1832147, 1373626, 1824029, 1313790]"
644,Show me the papers by Infant Solomon that explore the topic of magnetized plasma oscillations.,"[1734690, 1745910]"
1164,Does Donetsk National University have any research papers on the study of electromagnetic pulses characteristics through photonic crystals in the realm of Electromagnetism?,[1699862]
3135,"Looking for articles by co-authors of ""High-resolution interference with programmable classical incoherent light"" that further explore and enhance the imaging of moving objects employing comparable methods.","[1870327, 1807035, 1871895]"
1000,I'm looking for research articles related to the electromechanical coupling effects in lipid bilayers within the context of polar membranes.,"[1559793, 1228758]"
10087,Are there any publications from Empresa Brasileira de Pesquuaria Agropecuária that focus on the quantitative analysis of mercury?,[1746674]
7197,Show me publications by C. Avanzini on the relationship between extensive air showers observed at varying ranges.,"[1222464, 1422705, 1678475]"
3051,What are some papers by Batman University researchers that investigate transition properties?,"[1306224, 1457379, 1244613, 1845670]"
13120,Which articles authored by scientists affiliated with the Museum of Science discuss the comparative analysis of star formation between the galactic core and the galactic disk?,[1312738]
4030,"I'm seeking papers in the area of ocean modeling which share an author with ""Simulation of the spatiotemporal variability of the World Ocean sea surface height by the INM climate models"", with a focus on works that involve ocean simulations from 2016. Specifically, I'd appreciate findings that build upon the initial simulations of ocean conditions made by the authors of the aforementioned paper.",[1696325]
6061,Papers on cosmological models with dynamic expansion properties authored by researchers at Awadhesh Pratap Singh University,"[1395955, 1268973]"
11171,"Could you locate articles sharing a co-author with the study ""Photoionization dynamics and angular squeezing phenomenon in intense long-wavelength laser fields"", in the same research area, and further explore the topic of generic circuit quantum electrodynamics systems?",[1719489]
4154,Show me publications from authors of 'Transverse energy circulation and the edge diffraction of an optical vortex beam' that also delve into edge diffraction of optical vortices.,"[1441600, 1733609, 1725214, 1520086, 1211838, 1442527]"
3299,"Search for papers with a common author to ""The origin of the tilted disc in the low-mass X-ray binary GR Mus (XB 1254−690)"", focused on low-mass X-ray binaries, and examining orbital period decay in black hole X-ray binaries.","[1705704, 1253164, 1596446]"
13044,Show me publications by authors affiliated with the Australian Government on the topic of stellar abundances in the Sagittarius Dwarf Galaxy tidal stream.,"[1198146, 1326443, 1318590]"
11015,Show me publications by Riccardo Valente related to prospective hadron colliders.,"[1862444, 1872965, 1861558, 1864143]"
6105,"What are the papers investigating the doping of nanoparticles into liquid crystals that are referenced in ""Orientational bistability in ferronematic liquid crystals with negative diamagnetic anisotropy""?","[1200706, 1609259, 1550959, 1287088, 1280850, 1244949, 1417148, 1219229]"
45,"Can you find some articles related to the Draupner wave research, with a focus on forecasting freak waves?","[1566874, 1702519]"
9155,"What are the thermodynamics-focused papers referenced in the ""Lattice study on QCD-like theory with exact center symmetry""?","[1233194, 1416837, 1642031]"
9031,Search for papers by Jiansheng Chen on the topic of yellow laser production methods.,"[1727369, 1647302]"
9911,"Show me publications from the co-authors of ""Synchronization of Coupled Nonidentical Dynamical Systems,"" that further explore the synchronization of coupled systems following the ideas laid down in that foundational paper.",[1311752]
8737,"Are there any research studies from Guangxi Normal University related to inelastic nuclear physics, particularly focusing on parton scattering experiments?","[1280915, 1583604]"
9875,"Can you look for papers that have a shared author with ""Electromagnetically induced transparency in a two-dimensional quantum dot: Effects of impurity, external fields, hydrostatic pressure and temperature"" and also fall into the same research area concerning spin-orbit impacts? Particularly, I am looking for documents that similarly study the impact of spin-orbit interaction, similarly to how the given paper investigates various external factors.","[1317953, 1846019, 1719780, 1234469, 1840359, 1810088, 1421641, 1486030, 1857103, 1401136, 1825968, 1440818, 1469049]"
8653,"What are the 2015 papers on halo concentration that have been referenced in ""A unified model for the spatial and mass distribution of subhaloes""?",[1208661]
9409,"Are there any research papers from the National Agriculture and Food Research Organization in the field of Aqueous solution, which discuss the use of UV transient absorption measurements in their methods and testing parameters?",[1270791]
353,Show me papers related to bitumen extraction techniques in asphalt studies.,"[1745099, 1533100, 1792927]"
8983,Searching for studies comparing the effectiveness of low GWP (Global Warming Potential) refrigerants at the lowest recorded temperatures on Earth.,[1685588]
237,"What are the papers referenced in ""Exploring the formation of ‘Black Widows’"" that also pertain to millisecond pulsars discovered in binary systems?","[1616640, 1358104, 1340327, 1351052, 1473037, 1297104, 1327571, 1284696]"
7603,Are there any Physics papers from Enel that conduct experimental studies on boiling in a helical coil?,"[1680332, 1181478]"
11549,"Search for publications co-authored by contributors to ""Multipoint observations of coronal mass ejection and solar energetic particle events on Mars and Earth during November 2001,"" focusing on similar topics related to space physics and exploring electrostatic charging in the lunar poles.","[1239690, 1505934]"
1794,"Are there any articles written by co-authors of ""Polarization-based exploration for clear underwater vision in natural illumination"" that delve into methods of calculating the laser radar cross section?",[1760206]
6459,What are some papers related to cooling rates that have either cited or been referenced by the study 'Strong 〈001〉 recrystallization texture component in 6.5 wt% Si electrical steel thin sheets by secondary cold rolling and annealing'?,[1509656]
4874,"Find scholarly articles from co-authors of ""Enhanced surface plasmon polariton propagation length using a buried metal grating"" featuring discussions on waveguide amplifiers.","[1290634, 1826989]"
10713,List papers by Bogdan Alexandru Nichita on pressure drop studies.,[1265650]
12742,What are some Arxiv papers from Persian Gulf University researchers on the study of alloy evolution during milling?,"[1669354, 1206290, 1536294, 1746535]"
6825,"Show me publications from the co-authors of the study ""Diffusion coefficient, correlation function, and power spectral density of velocity fluctuations in monolayer graphene"" that also delve into the topic of diffusion in graphene.","[1359201, 1448719]"
4408,"Are there any other studies on ferrite nanocomposites by the co-authors of ""Examination the Grain Size Dependence of Exchange Coupling in Oxide-Based SrFe12O19/Ni0.7Zn0.3Fe2O4 Nanocomposites""?","[1237217, 1386152, 1251337, 1467721, 1353357, 1263444, 1491482, 1310619, 1616702, 1495807]"
5652,"Can you show me other publications from the authors of ""First-principles prediction of the electronic and magnetic properties of nitrogen-doped ZnO nanosheets"" that delve into the magnetic characteristics of silicene nanoflakes?","[1342337, 1271914, 1343667]"
11935,Are there any research papers by scholars from Zirve University on the Ising-Vannimenus model for magnetic interactions within crystals?,[1632634]
4910,Show me papers by Eric Tremblay focused on mechanisms of fluid coupling induced by light.,"[1501195, 1233987, 1443311]"
10677,Show me articles by co-authors of 'Theoretical analysis on a new direct expansion solar assisted ejector-compression heat pump cycle for water heater' that contain analysis of a two-stage cooler.,"[1497155, 1623557, 1841170, 1827354, 1831291, 1825757]"
2887,Show me publications by Robert A. Handler related to thermal conduction in viscoelastic liquids.,"[1434456, 1772281]"
7767,"Can you find documents authored by the same researchers of ""Constraints on particle dark matter from cosmic-ray antiprotons"" that also involve the measurement of gamma-ray sources?","[1751656, 1675787, 1583756, 1175757, 1763727, 1247119, 1199217, 1722480, 1624915, 1860475, 1565980, 1315647]"
5736,"Are there any additional research studies related to the investigation of 2D Peierls instability through zone-boundary Dirac line nodes in layered perovskite oxides, as mentioned in the paper ""Two-dimensional Peierls instability via zone-boundary Dirac line nodes in layered perovskite oxides"", authored by the same researchers?",[1827673]
11851,Searching for publications related to Capella Education Company focusing on hybrid metamaterial design within the optoelectronics domain.,"[1280225, 1214524]"
12626,"Can you show me the papers referenced by ""Tailoring entanglement through domain engineering in a lithium niobate waveguide"" that also discuss entanglement in the context of telecommunications as mentioned in the same paper?","[1601649, 1577093, 1553582, 1380303]"
6941,Show me publications by P. Guillard related to H2 emission.,"[1590914, 1578201, 1205830, 1462888, 1622731, 1500655, 1587890, 1570515, 1350708, 1320949, 1569237, 1524951, 1338232, 1546745, 1595988, 1608156, 1409116]"
2757,"Are there any research papers related to the LOFAR cosmic-ray dataset from the Deutsche Sammlung von Mikroorganismen und Zellkulturen, focusing on low-frequency radio astronomy, and describing analysis techniques for air shower observations using the LOw-Frequency ARray?",[1550362]
1920,Show me publications by B. Spruck focusing on hyperon production research.,[1422385]
3971,Does the University of Bedfordshire have any Optics research papers on enhancing the capacity of multimode fiber?,[1567132]
6691,Beam propagation method papers affiliated with Kitami Institute of Technology that utilize various approaches for solving electromagnetic propagation issues,"[1860809, 1667586, 1219589]"
11781,Show me publications written by Ralph-Stephan Unger focusing on single-mode laser research.,[1787365]
1844,"Search for publications authored or co-authored by contributors to ""Coherent coupling between a ferromagnetic magnon and a superconducting qubit"" exploring experimental realization of Maxwell's demon in superconducting circuitry.",[1770115]
3469,"Show me other publications from co-authors of ""Thermal model of continuous wave end-pumped passively Q-switched laser"", focusing on high-speed tunable filter techniques.",[1526685]
